label,text
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,"sry can't talk on phone, with parents"
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,"Haha awesome, be there in a minute"
ham,Thank god they are in bed!
ham,Hello which the site to download songs its urgent pls
ham,Great. So should i send you my account number.
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,Hey now am free you can call me.
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,No management puzzeles.
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Tired. I haven't slept well the past few nights.
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
ham,Watching ajith film ah?
ham,Alex says he's not ok with you not being ok with it
ham,Yar... I tot u knew dis would happen long ago already.
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,We're done...
ham,Short But Cute: \Be a good person
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
ham,Are you not around or just still asleep? :V
ham,Ok lor. Msg me b4 u call.
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,Nite...
ham,on hen night. Going with a swing
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,I wanna watch that movie
ham,It means u could not keep ur words.
ham,No pic. Please re-send.
ham,Alright i have a new goal now
ham,Hey check it da. I have listed da.
ham,"K I'm leaving soon, be there a little after 9"
ham,"Usf I guess, might as well take 1 car"
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,Welp apparently he retired
ham,True. Its easier with her here.
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,Should I have picked up a receipt or something earlier
ham,U come n search tat vid..not finishd..
ham,How is your schedule next week? I am out of town this weekend.
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
ham,Ok. I asked for money how far
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,No no. I will check all rooms befor activities
ham,I thank you so much for all you do with selflessness. I love you plenty.
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,Ok.
ham,So gd got free ice cream... I oso wan...
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,I cant pick the phone right now. Pls send a message
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,"Yo, you around? Just got my car back"
ham,I pocked you up there before
ham,Jus finish bathing...
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
ham,Mum ask Ì_ to buy food home...
ham,Ok...
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,I accidentally brought em home in the box
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,How would my ip address test that considering my computer isn't a minecraft server
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,My battery is low babe
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
ham,No b4 Thursday
ham,Going to join tomorrow.
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,aathi..where are you dear..
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,Midnight at the earliest
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Yar lor... How u noe? U used dat route too?
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
ham,Some of them told accenture is not confirm. Is it true.
ham,Then why you came to hostel.
ham,Yes just finished watching days of our lives. I love it.
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,Hi. Hope you had a good day. Have a better night.
ham,I send the print  outs da.
ham,"K, wat s tht incident?"
ham,Wat would u like 4 ur birthday?
ham,Yes fine 
ham,Xy trying smth now. U eat already? We havent...
ham,Pandy joined 4w technologies today.he got job..
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!
ham,No message..no responce..what happend?
ham,Not getting anywhere with this damn job hunting over here!
ham,Ok lor...
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,"Aight no rush, I'll ask jay"
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Wife.how she knew the time of murder exactly
ham,And pls pls drink plenty plenty water
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,Am also doing in cbe only. But have to pay.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,Wanna do some art?! :D
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
ham,How are you. Just checking up on you
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
ham,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...
ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
ham,Ok. So april. Cant wait
ham,"And very importantly, all we discuss is between u and i only."
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
ham,"Haha better late than ever, any way I could swing by?"
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
ham,Will Ì_ b going to esplanade fr home?
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.
ham,Cold. Dont be sad dear
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Y de asking like this.
ham,Wat's da model num of ur phone?
ham,"Jus chillaxin, what up"
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,Tell them the drug dealer's getting impatient
ham,I can send you a pic if you like :)
ham,"Its good, we'll find a way"
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,Okay but i thought you were the expert
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
ham,Yesterday its with me only . Now am going home.
ham,Have you seen who's back at Holby?!
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,This is my number by vivek..
ham,How is it possible to teach you. And where.
ham,I am on the way to ur home
ham,"Haha, just what I was thinkin"
ham,Holy living christ what is taking you so long
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,Okie but i scared u say i fat... Then u dun wan me already...
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
spam,You have 1 new message. Call 0207-083-6089
ham,Oh did you charge camera
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham,"Sorry, I'll call later in meeting"
ham,I'm always looking for an excuse to be in the city.
ham,"Sorry, I'll call later"
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,Nice.nice.how is it working?
ham,What time you coming down later? 
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,Was actually about to send you a reminder today. Have a wonderful weekend
ham,If you r @ home then come down within 5 min
ham,Are you staying in town ?
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,You also didnt get na hi hi hi hi hi
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
ham,Hey company elama po mudyadhu.
ham,Audrie lousy autocorrect
spam,85233 FREE>Ringtone!Reply REAL
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,Me too! Have a lovely night xxx
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,Wat u doing there?
ham,Ok i vl..do u know i got adsense approved..
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
ham,Ok u can take me shopping when u get paid =D
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,What is your record for one night? :)
ham,Pls call me da. What happen.
ham,\YEH I AM DEF UP4 SOMETHING SAT
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
ham,No da if you run that it activate the full version da.
ham,Blank is Blank. But wat is blank? Lol
ham,Hey i've booked the 2 lessons on sun liao...
ham,"Sorry, I'll call later"
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,Apo all other are mokka players only
ham,"Yeah, where's your class at?"
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? 
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,I'm also came to room.
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,Thanks love. But am i doing torch or bold.
ham,So i asked how's anthony. Dad. And your bf
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
ham,Raviyog Peripherals bhayandar east
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,Hows the street where the end of library walk is?
ham,Hello madam how are you ?
ham,Will do. Have a good day
spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,Ok... Then r we meeting later?
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,S s..first time..dhoni rocks...
ham,26th OF JULY
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.
ham,"Sorry, I'll call later"
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,I could ask carlos if we could get more if anybody else can chip in
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,I am late. I will be there at
ham,I was just callin to say hi. Take care bruv!
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,Where is that one day training:-)
ham,I'm now but have to wait till 2 for the bus to pick me.
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,I've not sent it. He can send me.
ham,Go fool dont cheat others ok
ham,Ok i am on the way to railway
ham,We still on for tonight?
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,"Awesome, text me when you're restocked"
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,What makes you most happy?
ham,WOT U UP 2 J?
ham,Or Ì_ go buy wif him then i meet Ì_ later can?
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,I AM AT THE GAS STATION. GO THERE.
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,No way I'm going back there!
ham,"Yo my trip got postponed, you still stocked up?"
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
ham,Cool. So how come you havent been wined and dined before?
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham,Are you willing to go for apps class.
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,"Me, i dont know again oh"
ham,Not able to do anything.
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,Yes princess! I want to make you happy...
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,2 and half years i missed your friendship:-)
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,5 nights...We nt staying at port step liao...Too ex
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,"Sir, i am waiting for your call, once free please call me."
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,Those were my exact intentions
ham,Why you keeping me away like this
ham,"No, but you told me you were going, before you got drunk!"
ham,Lol I would but despite these cramps I like being a girl.
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,Two teams waiting for some players
ham,I anything lor...
ham,will you like to be spoiled? :)
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
ham,I have many dependents
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,Cheers for the card ... Is it that time of year already?
ham,Oh ok wait 4 me there... My lect havent finish
ham,"Yeah, probably here for a while"
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,Hi msg me:)i'm in office..
ham,K.k:)advance happy pongal.
ham,"sure, but make sure he knows we ain't smokin yet"
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,Will it help if we propose going back again tomorrow
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,I got your back! Do you have any dislikes in bed?
ham,Now? I'm going out 4 dinner soon..
ham,He didn't see his shadow. We get an early spring yay
ham,U sure u can't take any sick time?
ham,Dun need to use dial up juz open da browser n surf...
ham,Dunno y u ask me.
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.
ham,Thanks for looking out for me. I really appreciate.
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,I am on the way to tirupur.
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,I can ask around but there's not a lot in terms of mids up here
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
ham,"Sorry,in meeting I'll call later"
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,I thought slide is enough.
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,"Aight, you close by or still down around alex's place?"
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,Is xy in ur car when u picking me up?
ham,Am going to take bath ill place the key in window:-)
ham,This is all just creepy and crazy to me.
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Apart from the one i told you about yesterday?
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,Even if he my friend he is a priest call him now
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham,I'm very happy for you babe ! Woo hoo party on dude!
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Carlos took a while (again), we leave in a minute"
ham,K..k..i'm also fine:)when will you complete the course?
ham,Wat r u doing now?
ham,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.
ham,Studying. But i.ll be free next weekend.
ham,When are you guys leaving?
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck."
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,Today my system sh get ready.all is well and i am also in the deep well
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,To day class is there are no class.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,"Whatever, juliana. Do whatever you want."
ham,Am slow in using biola's fne
ham,Tell them no need to investigate about me anywhere.
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,Ok. C u then.
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
